1023,1206,1084,1220,0,0,2,6
60,1284,91,1298,2,0,2,10
2115,1305,2176,1319,0,0,3,1
2208,823,2269,837,0,0,3,1
1916,1155,1977,1169,0,0,3,1
1778,1198,1839,1212,0,0,3,1
1813,1196,1874,1210,0,0,3,1
2381,1311,2442,1325,0,0,3,1
684,989,745,1003,0,0,3,2
1641,1031,1702,1045,0,0,3,2
953,1014,1014,1028,0,0,3,2
1318,561,1379,575,0,0,3,2
605,1158,666,1172,0,0,3,2
440,1456,501,1470,0,0,3,2
876,1350,937,1364,0,0,3,2
2329,785,2390,799,0,0,3,4
908,1090,969,1104,0,0,3,4
2458,858,2519,872,0,0,3,4
1606,1032,1667,1046,0,0,3,4
1946,871,2007,885,0,0,3,4
1881,1017,1942,1031,0,0,3,5
1500,881,1561,895,0,0,3,5
1276,900,1337,914,0,0,3,5
726,989,787,1003,0,0,3,5
2226,807,2287,821,0,0,3,5
0,917,61,931,0,0,3,5
1740,1047,1801,1061,0,0,3,5
110,570,171,584,0,0,3,5
205,925,266,939,0,0,3,5
590,1046,651,1060,0,0,3,5
2368,446,2429,460,0,0,3,6
1731,450,1792,464,0,0,3,6
2022,658,2083,672,0,0,3,6
1594,527,1655,541,0,0,3,6
1490,473,1551,487,0,0,3,6
1222,763,1283,777,0,0,3,6
906,819,967,833,0,0,3,6
1934,428,1995,442,0,0,3,6
2255,203,2316,217,0,0,3,6
2259,659,2320,673,0,0,3,6
1220,327,1281,341,0,0,3,6
1356,332,1417,346,0,0,3,6
2533,521,2594,535,0,0,3,6
1466,195,1527,209,0,0,3,6
1354,815,1415,829,0,0,3,7
1595,398,1656,412,0,0,3,7
1506,859,1567,873,0,0,3,7
1098,760,1159,774,0,0,3,7
1187,406,1248,420,0,0,3,7
269,1119,330,1133,0,0,3,7
1321,365,1382,379,0,0,3,7
2082,715,2143,729,0,0,3,7
1902,532,1963,546,0,0,3,7
46,405,107,419,0,0,3,7
1462,565,1523,579,0,0,3,7
1847,392,1908,406,0,0,3,7
0,84,61,98,0,0,3,7
2055,1187,2116,1201,0,0,3,7
945,1020,1006,1034,0,0,3,7
2187,1113,2248,1127,0,0,3,7
892,1251,953,1265,0,0,3,7
1401,36,1462,50,0,0,3,7
0,1201,61,1215,0,0,3,7
84,72,145,86,0,0,3,7
1835,77,1896,91,0,0,3,7
1805,744,1866,758,0,0,3,8
2497,814,2558,828,0,0,3,8
1064,958,1125,972,0,0,3,8
1603,850,1664,864,0,0,3,8
136,682,197,696,0,0,3,8
271,694,332,708,0,0,3,8
1495,551,1556,565,0,0,3,8
265,406,326,420,0,0,3,8
1354,1008,1415,1022,0,0,3,8
1086,375,1147,389,0,0,3,8
632,146,693,160,0,0,3,8
1283,700,1344,714,0,0,3,8
1380,323,1441,337,0,0,3,8
1088,629,1149,643,0,0,3,8
438,949,499,963,0,0,3,9
94,949,155,963,0,0,3,9
208,204,269,218,0,0,3,9
603,530,664,544,0,0,3,9
338,222,399,236,0,0,3,9
1331,922,1392,936,0,0,3,9
726,194,787,208,0,0,3,9
1747,882,1808,896,0,0,3,9
3,343,64,357,0,0,3,9
507,273,568,287,0,0,3,9
1018,781,1079,795,0,0,3,9
846,979,907,993,0,0,3,9
332,532,393,546,0,0,3,9
1263,0,1324,14,0,0,3,9
573,975,634,989,0,0,3,9
836,557,897,571,0,0,3,9
491,687,552,701,0,0,3,9
2100,672,2161,686,0,0,4,0
626,532,687,546,0,0,4,1
2261,430,2322,444,0,0,4,1
1420,39,1481,53,0,0,4,1
2104,451,2165,465,0,0,4,1
1268,5,1329,19,0,0,4,1
2118,5,2179,19,0,0,4,1
2380,17,2441,31,0,0,4,1
1813,9,1874,23,0,0,4,1
893,8,954,22,0,0,4,2
900,400,961,414,0,0,4,2
561,1,622,15,0,0,4,2
1216,161,1277,175,0,0,4,2
438,0,499,14,0,0,4,2
7,7,68,21,0,0,4,2
24,194,85,208,0,0,4,3
715,110,776,124,0,0,4,3
2335,25,2396,39,0,0,4,3
2573,0,2634,14,0,0,4,3
186,263,247,277,0,0,4,3
1874,558,1935,572,0,0,4,4
0,15,61,29,0,0,4,4
367,106,428,120,0,0,4,4
239,0,300,14,0,0,4,4
952,0,1013,14,0,0,4,4
1128,786,1189,800,0,0,4,5
1889,15,1950,29,0,0,4,5
1739,6,1800,20,0,0,4,5
2138,95,2199,109,0,0,4,6
2557,16,2618,30,0,0,4,6
1869,184,1930,198,0,0,4,6
779,1042,840,1056,0,0,4,7
2331,692,2392,706,0,0,4,7
1944,431,2005,445,0,0,4,7
421,1017,482,1031,0,0,4,7
1729,1004,1790,1018,0,0,4,7
2212,115,2273,129,0,0,4,7
2114,1249,2175,1263,0,0,4,7
149,15,210,29,0,0,4,7
295,0,356,14,0,0,4,7
894,2,955,16,0,0,4,7
2087,10,2148,24,0,0,4,7
0,13,61,27,0,0,4,7
840,80,901,94,0,0,4,8
75,475,136,489,0,0,4,8
525,499,586,513,0,0,4,8
1699,12,1760,26,0,0,4,8
646,884,707,898,0,0,4,8
752,18,813,32,0,0,4,8
332,156,393,170,0,0,4,8
446,11,507,25,0,0,4,8
589,3,650,17,0,0,4,9
1539,21,1600,35,0,0,5,0
2097,220,2158,234,0,0,5,0
1196,102,1257,116,0,0,5,1
1578,85,1639,99,0,0,5,1
805,2,866,16,0,0,5,1
2195,145,2256,159,0,0,5,1
907,0,968,14,0,0,5,2
655,0,716,14,0,0,5,2
257,13,318,27,0,0,5,2
1180,103,1241,117,0,0,5,3
913,152,974,166,0,0,5,3
394,0,455,14,0,0,5,3
1100,534,1161,548,0,0,5,4
691,622,752,636,0,0,5,4
2330,641,2391,655,0,0,5,5
846,752,907,766,0,0,5,6
131,800,192,814,0,0,5,6
409,466,470,480,0,0,5,6
1860,105,1921,119,0,0,5,6
436,26,497,40,0,0,5,7
809,18,870,32,0,0,5,7
1746,14,1807,28,0,0,5,7
2020,26,2081,40,0,0,5,7
226,58,287,72,0,0,5,8
549,8,610,22,0,0,5,8
1204,364,1265,378,0,0,6,4
845,17,906,31,0,0,6,4
1233,29,1294,43,0,0,6,4
1872,139,1933,153,0,0,6,5
2355,8,2416,22,0,0,6,5
835,0,896,14,0,0,6,6
182,0,243,14,0,0,6,6
465,0,526,14,0,0,6,6
1136,1034,1197,1048,0,0,6,7
1874,877,1935,891,0,0,6,7
663,1252,724,1266,0,0,6,7
1964,15,2025,29,0,0,7,5
563,5,624,19,0,0,7,7
