1422,1310,1483,1324,0,0,2,4
1399,1178,1460,1192,0,0,2,6
2519,1160,2580,1174,0,0,2,6
1410,827,1471,841,0,0,2,6
2017,589,2078,603,0,0,2,6
401,1228,462,1242,0,0,2,6
916,958,977,972,0,0,2,6
1306,851,1367,865,0,0,2,6
265,1285,326,1299,0,0,2,6
130,926,191,940,0,0,2,6
594,1193,655,1207,0,0,2,6
1028,1208,1089,1222,0,0,2,6
1606,1149,1667,1163,0,0,2,7
261,1156,322,1170,0,0,2,7
2422,1143,2483,1157,0,0,2,7
6,1125,67,1139,0,0,2,7
499,840,560,854,0,0,2,7
1974,908,2035,922,0,0,2,7
124,1293,185,1307,0,0,2,7
495,1157,556,1171,0,0,2,7
434,923,495,937,0,0,2,7
70,809,131,823,0,0,2,7
2446,1370,2507,1384,0,0,2,7
1319,1103,1380,1117,0,0,2,8
149,1297,210,1311,0,0,2,8
1549,960,1610,974,0,0,2,8
2064,946,2125,960,0,0,2,8
1943,1285,2004,1299,0,0,2,8
1839,1033,1900,1047,0,0,2,8
285,807,346,821,0,0,2,8
1673,986,1734,1000,0,0,2,8
1661,1287,1722,1301,0,0,2,8
134,821,195,835,0,0,2,8
60,1103,121,1117,0,0,2,8
2198,1303,2259,1317,0,0,2,8
2054,513,2115,527,0,0,2,8
424,931,485,945,0,0,2,8
216,1189,277,1203,0,0,2,8
1312,799,1373,813,0,0,2,9
1965,1301,2026,1315,0,0,3,0
2218,590,2279,604,0,0,3,1
2253,1144,2314,1158,0,0,3,1
83,785,144,799,0,0,3,1
1895,737,1956,751,0,0,3,1
2551,938,2612,952,0,0,3,1
766,557,827,571,0,0,3,1
2045,252,2106,266,0,0,3,1
866,71,927,85,0,0,3,1
472,456,533,470,0,0,3,1
1252,555,1313,569,0,0,3,1
1947,404,2008,418,0,0,3,1
2290,283,2351,297,0,0,3,1
566,434,627,448,0,0,3,1
997,572,1058,586,0,0,3,1
1767,721,1828,735,0,0,3,1
769,1208,830,1222,0,0,3,1
892,1184,953,1198,0,0,3,1
0,719,61,733,0,0,3,1
1376,984,1437,998,0,0,3,2
2006,963,2067,977,0,0,3,2
2136,879,2197,893,0,0,3,2
1529,1001,1590,1015,0,0,3,2
299,287,360,301,0,0,3,2
0,908,61,922,0,0,3,2
1245,757,1306,771,0,0,3,3
979,675,1040,689,0,0,3,3
2248,331,2309,345,0,0,3,3
1700,845,1761,859,0,0,3,3
1569,692,1630,706,0,0,3,3
1324,164,1385,178,0,0,3,4
1453,0,1514,14,0,0,3,4
1542,188,1603,202,0,0,3,4
2066,253,2127,267,0,0,3,4
1120,110,1181,124,0,0,3,4
994,44,1055,58,0,0,3,4
251,270,312,284,0,0,3,4
613,126,674,140,0,0,3,4
2584,105,2645,119,0,0,3,4
1925,280,1986,294,0,0,3,4
888,44,949,58,0,0,3,5
161,152,222,166,0,0,3,5
544,288,605,302,0,0,3,5
397,279,458,293,0,0,3,5
0,126,61,140,0,0,3,5
2437,0,2498,14,0,0,3,6
803,839,864,853,0,0,3,6
1492,776,1553,790,0,0,3,6
1597,583,1658,597,0,0,3,6
1224,708,1285,722,0,0,3,6
535,940,596,954,0,0,3,6
1618,368,1679,382,0,0,3,6
2233,515,2294,529,0,0,3,6
687,14,748,28,0,0,3,6
2289,247,2350,261,0,0,3,6
2190,836,2251,850,0,0,3,7
608,1200,669,1214,0,0,3,7
18,52,79,66,0,0,3,7
177,92,238,106,0,0,3,7
909,857,970,871,0,0,3,7
1630,0,1691,14,0,0,3,7
1442,1210,1503,1224,0,0,3,7
2082,677,2143,691,0,0,3,7
2411,224,2472,238,0,0,3,7
701,511,762,525,0,0,3,7
1223,259,1284,273,0,0,3,7
1485,0,1546,14,0,0,3,7
775,0,836,14,0,0,3,7
1671,920,1732,934,0,0,3,7
1785,583,1846,597,0,0,3,7
843,357,904,371,0,0,3,7
1834,1243,1895,1257,0,0,3,7
563,9,624,23,0,0,3,7
469,5,530,19,0,0,3,8
1156,50,1217,64,0,0,3,8
264,117,325,131,0,0,3,8
1445,170,1506,184,0,0,3,8
370,736,431,750,0,0,3,8
1786,196,1847,210,0,0,3,8
1,247,62,261,0,0,3,8
177,5,238,19,0,0,3,8
2176,247,2237,261,0,0,3,8
2372,13,2433,27,0,0,3,8
6,36,67,50,0,0,3,8
9,146,70,160,0,0,3,9
400,126,461,140,0,0,3,9
201,785,262,799,0,0,4,0
1958,6,2019,20,0,0,4,0
2132,725,2193,739,0,0,4,0
760,36,821,50,0,0,4,0
2244,665,2305,679,0,0,4,1
1557,638,1618,652,0,0,4,1
246,834,307,848,0,0,4,1
8,816,69,830,0,0,4,1
1899,683,1960,697,0,0,4,1
2332,0,2393,14,0,0,4,1
797,0,858,14,0,0,4,1
1716,594,1777,608,0,0,4,2
2255,879,2316,893,0,0,4,2
2526,853,2587,867,0,0,4,2
1322,7,1383,21,0,0,4,2
529,22,590,36,0,0,4,4
2437,48,2498,62,0,0,4,4
2111,306,2172,320,0,0,4,6
1749,257,1810,271,0,0,4,6
561,863,622,877,0,0,4,6
1585,731,1646,745,0,0,4,7
666,494,727,508,0,0,4,7
1888,86,1949,100,0,0,4,7
386,249,447,263,0,0,4,7
1422,10,1483,24,0,0,4,7
974,18,1035,32,0,0,4,7
1881,0,1942,14,0,0,4,7
620,16,681,30,0,0,4,7
821,22,882,36,0,0,4,9
2256,18,2317,32,0,0,5,0
802,9,863,23,0,0,5,0
1281,29,1342,43,0,0,5,0
264,0,325,14,0,0,5,1
6,19,67,33,0,0,5,1
2149,5,2210,19,0,0,5,1
1794,6,1855,20,0,0,5,2
2023,32,2084,46,0,0,5,3
7,4,68,18,0,0,5,3
2430,34,2491,48,0,0,5,3
0,1103,61,1117,0,0,5,4
0,0,61,14,0,0,5,4
992,0,1053,14,0,0,5,5
1744,0,1805,14,0,0,5,5
2172,0,2233,14,0,0,5,5
1502,96,1563,110,0,0,5,5
562,900,623,914,0,0,5,5
463,3,524,17,0,0,5,6
1483,0,1544,14,0,0,5,7
547,36,608,50,0,0,6,5
1925,493,1986,507,0,0,6,6
2336,333,2397,347,0,0,6,6
5,285,66,299,0,0,6,7
1860,24,1921,38,0,0,7,6
